id,name,type,mode,octave,inversion,split
2493,F#-3-min-chord-0,chord,min-chord,3,0,train
2494,F#-3-min-chord-1,chord,min-chord,3,1,test
2495,F#-3-min-chord-2,chord,min-chord,3,2,train
2496,F#-4-min-chord-0,chord,min-chord,4,0,train
2497,F#-4-min-chord-1,chord,min-chord,4,1,train
2498,F#-4-min-chord-2,chord,min-chord,4,2,train
2499,F#-5-min-chord-0,chord,min-chord,5,0,train
2500,F#-5-min-chord-1,chord,min-chord,5,1,train
2501,F#-5-min-chord-2,chord,min-chord,5,2,train
2502,F#-6-min-chord-0,chord,min-chord,6,0,train
2503,F#-6-min-chord-1,chord,min-chord,6,1,validation
2504,F#-6-min-chord-2,chord,min-chord,6,2,train
2505,F#-7-min-chord-0,chord,min-chord,7,0,validation
2506,F#-7-min-chord-1,chord,min-chord,7,1,train
2507,F#-7-min-chord-2,chord,min-chord,7,2,train
2508,F-1-min-chord-0,chord,min-chord,1,0,train
2509,F-1-min-chord-1,chord,min-chord,1,1,train
2510,F-1-min-chord-2,chord,min-chord,1,2,train
2511,F-2-min-chord-0,chord,min-chord,2,0,validation
2512,F-2-min-chord-1,chord,min-chord,2,1,train
2513,F-2-min-chord-2,chord,min-chord,2,2,train
2514,F-3-min-chord-0,chord,min-chord,3,0,train
2515,F-3-min-chord-1,chord,min-chord,3,1,train
2516,F-3-min-chord-2,chord,min-chord,3,2,validation
2517,F-4-min-chord-0,chord,min-chord,4,0,train
2518,F-4-min-chord-1,chord,min-chord,4,1,validation
2519,F-4-min-chord-2,chord,min-chord,4,2,validation
2520,F-5-min-chord-0,chord,min-chord,5,0,train
2521,F-5-min-chord-1,chord,min-chord,5,1,train
2522,F-5-min-chord-2,chord,min-chord,5,2,train
2523,F-6-min-chord-0,chord,min-chord,6,0,train
2524,F-6-min-chord-1,chord,min-chord,6,1,validation
2525,F-6-min-chord-2,chord,min-chord,6,2,train
2526,F-7-min-chord-0,chord,min-chord,7,0,train
2527,F-7-min-chord-1,chord,min-chord,7,1,test
2528,F-7-min-chord-2,chord,min-chord,7,2,train
2529,G-1-min-chord-0,chord,min-chord,1,0,validation
2530,G-1-min-chord-1,chord,min-chord,1,1,train
2531,G-1-min-chord-2,chord,min-chord,1,2,train
2532,G-2-min-chord-0,chord,min-chord,2,0,train
2533,G-2-min-chord-1,chord,min-chord,2,1,train
2534,G-2-min-chord-2,chord,min-chord,2,2,train
2535,G-3-min-chord-0,chord,min-chord,3,0,train
2536,G-3-min-chord-1,chord,min-chord,3,1,train
2537,G-3-min-chord-2,chord,min-chord,3,2,test
2538,G-4-min-chord-0,chord,min-chord,4,0,validation
2539,G-4-min-chord-1,chord,min-chord,4,1,train
2540,G-4-min-chord-2,chord,min-chord,4,2,train
2541,G-5-min-chord-0,chord,min-chord,5,0,train
2542,G-5-min-chord-1,chord,min-chord,5,1,validation
2543,G-5-min-chord-2,chord,min-chord,5,2,train
2544,G-6-min-chord-0,chord,min-chord,6,0,validation
2545,G-6-min-chord-1,chord,min-chord,6,1,train
2546,G-6-min-chord-2,chord,min-chord,6,2,validation
2547,G-7-min-chord-0,chord,min-chord,7,0,validation
2548,G-7-min-chord-1,chord,min-chord,7,1,train
2549,G-7-min-chord-2,chord,min-chord,7,2,train
2550,A-1-min2-chord-0,chord,min2-chord,1,0,train
2551,A-1-min2-chord-1,chord,min2-chord,1,1,test
2552,A-2-min2-chord-0,chord,min2-chord,2,0,train
2553,A-2-min2-chord-1,chord,min2-chord,2,1,train
2554,A-3-min2-chord-0,chord,min2-chord,3,0,test
2555,A-3-min2-chord-1,chord,min2-chord,3,1,train
2556,A-4-min2-chord-0,chord,min2-chord,4,0,validation
2557,A-4-min2-chord-1,chord,min2-chord,4,1,train
2558,A-5-min2-chord-0,chord,min2-chord,5,0,test
2559,A-5-min2-chord-1,chord,min2-chord,5,1,train
2560,A-6-min2-chord-0,chord,min2-chord,6,0,train
2561,A-6-min2-chord-1,chord,min2-chord,6,1,train
2562,A-7-min2-chord-0,chord,min2-chord,7,0,test
2563,A-7-min2-chord-1,chord,min2-chord,7,1,train
2564,Ab-1-min2-chord-0,chord,min2-chord,1,0,train
2565,Ab-1-min2-chord-1,chord,min2-chord,1,1,validation
2566,Ab-2-min2-chord-0,chord,min2-chord,2,0,train
2567,Ab-2-min2-chord-1,chord,min2-chord,2,1,train
2568,Ab-3-min2-chord-0,chord,min2-chord,3,0,train
2569,Ab-3-min2-chord-1,chord,min2-chord,3,1,train
2570,Ab-4-min2-chord-0,chord,min2-chord,4,0,train
2571,Ab-4-min2-chord-1,chord,min2-chord,4,1,train
2572,Ab-5-min2-chord-0,chord,min2-chord,5,0,validation
2573,Ab-5-min2-chord-1,chord,min2-chord,5,1,train
2574,Ab-6-min2-chord-0,chord,min2-chord,6,0,train
2575,Ab-6-min2-chord-1,chord,min2-chord,6,1,train
2576,Ab-7-min2-chord-0,chord,min2-chord,7,0,train
2577,Ab-7-min2-chord-1,chord,min2-chord,7,1,test
2578,B-1-min2-chord-0,chord,min2-chord,1,0,train
2579,B-1-min2-chord-1,chord,min2-chord,1,1,train
2580,B-2-min2-chord-0,chord,min2-chord,2,0,train
2581,B-2-min2-chord-1,chord,min2-chord,2,1,train
2582,B-3-min2-chord-0,chord,min2-chord,3,0,test
2583,B-3-min2-chord-1,chord,min2-chord,3,1,train
2584,B-4-min2-chord-0,chord,min2-chord,4,0,train
2585,B-4-min2-chord-1,chord,min2-chord,4,1,train
2586,B-5-min2-chord-0,chord,min2-chord,5,0,train
2587,B-5-min2-chord-1,chord,min2-chord,5,1,train
2588,B-6-min2-chord-0,chord,min2-chord,6,0,train
2589,B-6-min2-chord-1,chord,min2-chord,6,1,train
2590,B-7-min2-chord-0,chord,min2-chord,7,0,train
2591,B-7-min2-chord-1,chord,min2-chord,7,1,train
2592,Bb-1-min2-chord-0,chord,min2-chord,1,0,train
2593,Bb-1-min2-chord-1,chord,min2-chord,1,1,train
2594,Bb-2-min2-chord-0,chord,min2-chord,2,0,train
2595,Bb-2-min2-chord-1,chord,min2-chord,2,1,train
2596,Bb-3-min2-chord-0,chord,min2-chord,3,0,train
2597,Bb-3-min2-chord-1,chord,min2-chord,3,1,train
2598,Bb-4-min2-chord-0,chord,min2-chord,4,0,train
2599,Bb-4-min2-chord-1,chord,min2-chord,4,1,train
2600,Bb-5-min2-chord-0,chord,min2-chord,5,0,train
2601,Bb-5-min2-chord-1,chord,min2-chord,5,1,train
2602,Bb-6-min2-chord-0,chord,min2-chord,6,0,train
2603,Bb-6-min2-chord-1,chord,min2-chord,6,1,train
2604,Bb-7-min2-chord-0,chord,min2-chord,7,0,train
2605,Bb-7-min2-chord-1,chord,min2-chord,7,1,train
2606,C#-1-min2-chord-0,chord,min2-chord,1,0,train
2607,C#-1-min2-chord-1,chord,min2-chord,1,1,train
2608,C#-2-min2-chord-0,chord,min2-chord,2,0,train
2609,C#-2-min2-chord-1,chord,min2-chord,2,1,test
2610,C#-3-min2-chord-0,chord,min2-chord,3,0,train
2611,C#-3-min2-chord-1,chord,min2-chord,3,1,train
2612,C#-4-min2-chord-0,chord,min2-chord,4,0,train
2613,C#-4-min2-chord-1,chord,min2-chord,4,1,train
2614,C#-5-min2-chord-0,chord,min2-chord,5,0,train
2615,C#-5-min2-chord-1,chord,min2-chord,5,1,train
2616,C#-6-min2-chord-0,chord,min2-chord,6,0,validation
2617,C#-6-min2-chord-1,chord,min2-chord,6,1,train
2618,C#-7-min2-chord-0,chord,min2-chord,7,0,train
2619,C#-7-min2-chord-1,chord,min2-chord,7,1,train
2620,C-1-min2-chord-0,chord,min2-chord,1,0,train
2621,C-1-min2-chord-1,chord,min2-chord,1,1,train
2622,C-2-min2-chord-0,chord,min2-chord,2,0,train
2623,C-2-min2-chord-1,chord,min2-chord,2,1,train
2624,C-3-min2-chord-0,chord,min2-chord,3,0,train
2625,C-3-min2-chord-1,chord,min2-chord,3,1,train
2626,C-4-min2-chord-0,chord,min2-chord,4,0,test
2627,C-4-min2-chord-1,chord,min2-chord,4,1,train
2628,C-5-min2-chord-0,chord,min2-chord,5,0,train
2629,C-5-min2-chord-1,chord,min2-chord,5,1,train
2630,C-6-min2-chord-0,chord,min2-chord,6,0,train
2631,C-6-min2-chord-1,chord,min2-chord,6,1,train
2632,C-7-min2-chord-0,chord,min2-chord,7,0,train
2633,C-7-min2-chord-1,chord,min2-chord,7,1,test
2634,C-8-min2-chord-0,chord,min2-chord,8,0,test
2635,C-8-min2-chord-1,chord,min2-chord,8,1,test
2636,D-1-min2-chord-0,chord,min2-chord,1,0,train
2637,D-1-min2-chord-1,chord,min2-chord,1,1,validation
2638,D-2-min2-chord-0,chord,min2-chord,2,0,train
2639,D-2-min2-chord-1,chord,min2-chord,2,1,train
2640,D-3-min2-chord-0,chord,min2-chord,3,0,train
2641,D-3-min2-chord-1,chord,min2-chord,3,1,train
2642,D-4-min2-chord-0,chord,min2-chord,4,0,train
2643,D-4-min2-chord-1,chord,min2-chord,4,1,train
2644,D-5-min2-chord-0,chord,min2-chord,5,0,train
2645,D-5-min2-chord-1,chord,min2-chord,5,1,train
2646,D-6-min2-chord-0,chord,min2-chord,6,0,validation
2647,D-6-min2-chord-1,chord,min2-chord,6,1,test
2648,D-7-min2-chord-0,chord,min2-chord,7,0,train
2649,D-7-min2-chord-1,chord,min2-chord,7,1,test
2650,E-1-min2-chord-0,chord,min2-chord,1,0,test
2651,E-1-min2-chord-1,chord,min2-chord,1,1,train
2652,E-2-min2-chord-0,chord,min2-chord,2,0,train
2653,E-2-min2-chord-1,chord,min2-chord,2,1,test
2654,E-3-min2-chord-0,chord,min2-chord,3,0,train
2655,E-3-min2-chord-1,chord,min2-chord,3,1,train
2656,E-4-min2-chord-0,chord,min2-chord,4,0,test
2657,E-4-min2-chord-1,chord,min2-chord,4,1,train
2658,E-5-min2-chord-0,chord,min2-chord,5,0,train
2659,E-5-min2-chord-1,chord,min2-chord,5,1,train
2660,E-6-min2-chord-0,chord,min2-chord,6,0,train
2661,E-6-min2-chord-1,chord,min2-chord,6,1,train
2662,E-7-min2-chord-0,chord,min2-chord,7,0,train
2663,E-7-min2-chord-1,chord,min2-chord,7,1,train
2664,Eb-1-min2-chord-0,chord,min2-chord,1,0,train
2665,Eb-1-min2-chord-1,chord,min2-chord,1,1,test
2666,Eb-2-min2-chord-0,chord,min2-chord,2,0,train
2667,Eb-2-min2-chord-1,chord,min2-chord,2,1,train
2668,Eb-3-min2-chord-0,chord,min2-chord,3,0,validation
2669,Eb-3-min2-chord-1,chord,min2-chord,3,1,train
2670,Eb-4-min2-chord-0,chord,min2-chord,4,0,train
2671,Eb-4-min2-chord-1,chord,min2-chord,4,1,train
2672,Eb-5-min2-chord-0,chord,min2-chord,5,0,validation
2673,Eb-5-min2-chord-1,chord,min2-chord,5,1,train
2674,Eb-6-min2-chord-0,chord,min2-chord,6,0,train
2675,Eb-6-min2-chord-1,chord,min2-chord,6,1,train
2676,Eb-7-min2-chord-0,chord,min2-chord,7,0,test
2677,Eb-7-min2-chord-1,chord,min2-chord,7,1,train
2678,F#-1-min2-chord-0,chord,min2-chord,1,0,test
2679,F#-1-min2-chord-1,chord,min2-chord,1,1,train
2680,F#-2-min2-chord-0,chord,min2-chord,2,0,train
2681,F#-2-min2-chord-1,chord,min2-chord,2,1,validation
2682,F#-3-min2-chord-0,chord,min2-chord,3,0,test
2683,F#-3-min2-chord-1,chord,min2-chord,3,1,train
2684,F#-4-min2-chord-0,chord,min2-chord,4,0,train
2685,F#-4-min2-chord-1,chord,min2-chord,4,1,train
2686,F#-5-min2-chord-0,chord,min2-chord,5,0,train
2687,F#-5-min2-chord-1,chord,min2-chord,5,1,train
2688,F#-6-min2-chord-0,chord,min2-chord,6,0,train
2689,F#-6-min2-chord-1,chord,min2-chord,6,1,train
2690,F#-7-min2-chord-0,chord,min2-chord,7,0,train
2691,F#-7-min2-chord-1,chord,min2-chord,7,1,test
2692,F-1-min2-chord-0,chord,min2-chord,1,0,test
2693,F-1-min2-chord-1,chord,min2-chord,1,1,train
2694,F-2-min2-chord-0,chord,min2-chord,2,0,train
2695,F-2-min2-chord-1,chord,min2-chord,2,1,train
2696,F-3-min2-chord-0,chord,min2-chord,3,0,train
2697,F-3-min2-chord-1,chord,min2-chord,3,1,train
2698,F-4-min2-chord-0,chord,min2-chord,4,0,train
2699,F-4-min2-chord-1,chord,min2-chord,4,1,train
2700,F-5-min2-chord-0,chord,min2-chord,5,0,train
2701,F-5-min2-chord-1,chord,min2-chord,5,1,train
2702,F-6-min2-chord-0,chord,min2-chord,6,0,train
2703,F-6-min2-chord-1,chord,min2-chord,6,1,train
2704,F-7-min2-chord-0,chord,min2-chord,7,0,test
2705,F-7-min2-chord-1,chord,min2-chord,7,1,train
2706,G-1-min2-chord-0,chord,min2-chord,1,0,train
2707,G-1-min2-chord-1,chord,min2-chord,1,1,train
2708,G-2-min2-chord-0,chord,min2-chord,2,0,train
2709,G-2-min2-chord-1,chord,min2-chord,2,1,train
2710,G-3-min2-chord-0,chord,min2-chord,3,0,train
2711,G-3-min2-chord-1,chord,min2-chord,3,1,train
2712,G-4-min2-chord-0,chord,min2-chord,4,0,test
2713,G-4-min2-chord-1,chord,min2-chord,4,1,train
2714,G-5-min2-chord-0,chord,min2-chord,5,0,train
2715,G-5-min2-chord-1,chord,min2-chord,5,1,train
2716,G-6-min2-chord-0,chord,min2-chord,6,0,train
2717,G-6-min2-chord-1,chord,min2-chord,6,1,train
2718,G-7-min2-chord-0,chord,min2-chord,7,0,train
2719,G-7-min2-chord-1,chord,min2-chord,7,1,train
2720,A-1-min3-chord-0,chord,min3-chord,1,0,train
2721,A-1-min3-chord-1,chord,min3-chord,1,1,train
2722,A-2-min3-chord-0,chord,min3-chord,2,0,train
2723,A-2-min3-chord-1,chord,min3-chord,2,1,train
2724,A-3-min3-chord-0,chord,min3-chord,3,0,train
2725,A-3-min3-chord-1,chord,min3-chord,3,1,train
2726,A-4-min3-chord-0,chord,min3-chord,4,0,train
2727,A-4-min3-chord-1,chord,min3-chord,4,1,validation
2728,A-5-min3-chord-0,chord,min3-chord,5,0,train
2729,A-5-min3-chord-1,chord,min3-chord,5,1,test
2730,A-6-min3-chord-0,chord,min3-chord,6,0,train
2731,A-6-min3-chord-1,chord,min3-chord,6,1,train
2732,A-7-min3-chord-0,chord,min3-chord,7,0,validation
2733,A-7-min3-chord-1,chord,min3-chord,7,1,validation
2734,Ab-1-min3-chord-0,chord,min3-chord,1,0,train
2735,Ab-1-min3-chord-1,chord,min3-chord,1,1,train
2736,Ab-2-min3-chord-0,chord,min3-chord,2,0,validation
2737,Ab-2-min3-chord-1,chord,min3-chord,2,1,train
2738,Ab-3-min3-chord-0,chord,min3-chord,3,0,train
2739,Ab-3-min3-chord-1,chord,min3-chord,3,1,validation
2740,Ab-4-min3-chord-0,chord,min3-chord,4,0,train
2741,Ab-4-min3-chord-1,chord,min3-chord,4,1,train
2742,Ab-5-min3-chord-0,chord,min3-chord,5,0,train
2743,Ab-5-min3-chord-1,chord,min3-chord,5,1,train
2744,Ab-6-min3-chord-0,chord,min3-chord,6,0,train
2745,Ab-6-min3-chord-1,chord,min3-chord,6,1,validation
2746,Ab-7-min3-chord-0,chord,min3-chord,7,0,train
2747,Ab-7-min3-chord-1,chord,min3-chord,7,1,train
2748,B-1-min3-chord-0,chord,min3-chord,1,0,train
2749,B-1-min3-chord-1,chord,min3-chord,1,1,test
2750,B-2-min3-chord-0,chord,min3-chord,2,0,validation
2751,B-2-min3-chord-1,chord,min3-chord,2,1,train
2752,B-3-min3-chord-0,chord,min3-chord,3,0,train
2753,B-3-min3-chord-1,chord,min3-chord,3,1,train
2754,B-4-min3-chord-0,chord,min3-chord,4,0,train
2755,B-4-min3-chord-1,chord,min3-chord,4,1,test
2756,B-5-min3-chord-0,chord,min3-chord,5,0,train
2757,B-5-min3-chord-1,chord,min3-chord,5,1,validation
2758,B-6-min3-chord-0,chord,min3-chord,6,0,train
2759,B-6-min3-chord-1,chord,min3-chord,6,1,train
2760,B-7-min3-chord-0,chord,min3-chord,7,0,test
2761,B-7-min3-chord-1,chord,min3-chord,7,1,train
2762,Bb-1-min3-chord-0,chord,min3-chord,1,0,train
2763,Bb-1-min3-chord-1,chord,min3-chord,1,1,train
2764,Bb-2-min3-chord-0,chord,min3-chord,2,0,train
2765,Bb-2-min3-chord-1,chord,min3-chord,2,1,train
2766,Bb-3-min3-chord-0,chord,min3-chord,3,0,train
2767,Bb-3-min3-chord-1,chord,min3-chord,3,1,train
2768,Bb-4-min3-chord-0,chord,min3-chord,4,0,train
2769,Bb-4-min3-chord-1,chord,min3-chord,4,1,validation
2770,Bb-5-min3-chord-0,chord,min3-chord,5,0,train
2771,Bb-5-min3-chord-1,chord,min3-chord,5,1,test
2772,Bb-6-min3-chord-0,chord,min3-chord,6,0,train
2773,Bb-6-min3-chord-1,chord,min3-chord,6,1,validation
2774,Bb-7-min3-chord-0,chord,min3-chord,7,0,train
2775,Bb-7-min3-chord-1,chord,min3-chord,7,1,train
2776,C#-1-min3-chord-0,chord,min3-chord,1,0,train
2777,C#-1-min3-chord-1,chord,min3-chord,1,1,train
2778,C#-2-min3-chord-0,chord,min3-chord,2,0,train
2779,C#-2-min3-chord-1,chord,min3-chord,2,1,train
2780,C#-3-min3-chord-0,chord,min3-chord,3,0,train
2781,C#-3-min3-chord-1,chord,min3-chord,3,1,validation
2782,C#-4-min3-chord-0,chord,min3-chord,4,0,train
2783,C#-4-min3-chord-1,chord,min3-chord,4,1,test
2784,C#-5-min3-chord-0,chord,min3-chord,5,0,train
2785,C#-5-min3-chord-1,chord,min3-chord,5,1,train
2786,C#-6-min3-chord-0,chord,min3-chord,6,0,train
2787,C#-6-min3-chord-1,chord,min3-chord,6,1,train
2788,C#-7-min3-chord-0,chord,min3-chord,7,0,train
2789,C#-7-min3-chord-1,chord,min3-chord,7,1,test
2790,C-1-min3-chord-0,chord,min3-chord,1,0,train
2791,C-1-min3-chord-1,chord,min3-chord,1,1,train
2792,C-2-min3-chord-0,chord,min3-chord,2,0,train
2793,C-2-min3-chord-1,chord,min3-chord,2,1,train
2794,C-3-min3-chord-0,chord,min3-chord,3,0,train
2795,C-3-min3-chord-1,chord,min3-chord,3,1,train
2796,C-4-min3-chord-0,chord,min3-chord,4,0,train
2797,C-4-min3-chord-1,chord,min3-chord,4,1,test
2798,C-5-min3-chord-0,chord,min3-chord,5,0,train
2799,C-5-min3-chord-1,chord,min3-chord,5,1,train
2800,C-6-min3-chord-0,chord,min3-chord,6,0,train
2801,C-6-min3-chord-1,chord,min3-chord,6,1,train
2802,C-7-min3-chord-0,chord,min3-chord,7,0,validation
2803,C-7-min3-chord-1,chord,min3-chord,7,1,train
2804,C-8-min3-chord-0,chord,min3-chord,8,0,train
2805,C-8-min3-chord-1,chord,min3-chord,8,1,train
2806,D-1-min3-chord-0,chord,min3-chord,1,0,train
2807,D-1-min3-chord-1,chord,min3-chord,1,1,train
2808,D-2-min3-chord-0,chord,min3-chord,2,0,test
2809,D-2-min3-chord-1,chord,min3-chord,2,1,validation
2810,D-3-min3-chord-0,chord,min3-chord,3,0,test
2811,D-3-min3-chord-1,chord,min3-chord,3,1,train
2812,D-4-min3-chord-0,chord,min3-chord,4,0,train
2813,D-4-min3-chord-1,chord,min3-chord,4,1,train
2814,D-5-min3-chord-0,chord,min3-chord,5,0,train
2815,D-5-min3-chord-1,chord,min3-chord,5,1,train
2816,D-6-min3-chord-0,chord,min3-chord,6,0,train
2817,D-6-min3-chord-1,chord,min3-chord,6,1,train
2818,D-7-min3-chord-0,chord,min3-chord,7,0,train
2819,D-7-min3-chord-1,chord,min3-chord,7,1,train
2820,E-1-min3-chord-0,chord,min3-chord,1,0,train
2821,E-1-min3-chord-1,chord,min3-chord,1,1,train
2822,E-2-min3-chord-0,chord,min3-chord,2,0,train
2823,E-2-min3-chord-1,chord,min3-chord,2,1,train
2824,E-3-min3-chord-0,chord,min3-chord,3,0,train
2825,E-3-min3-chord-1,chord,min3-chord,3,1,train
2826,E-4-min3-chord-0,chord,min3-chord,4,0,train
2827,E-4-min3-chord-1,chord,min3-chord,4,1,train
2828,E-5-min3-chord-0,chord,min3-chord,5,0,train
2829,E-5-min3-chord-1,chord,min3-chord,5,1,train
2830,E-6-min3-chord-0,chord,min3-chord,6,0,train
2831,E-6-min3-chord-1,chord,min3-chord,6,1,train
2832,E-7-min3-chord-0,chord,min3-chord,7,0,train
2833,E-7-min3-chord-1,chord,min3-chord,7,1,train
2834,Eb-1-min3-chord-0,chord,min3-chord,1,0,train
2835,Eb-1-min3-chord-1,chord,min3-chord,1,1,train
2836,Eb-2-min3-chord-0,chord,min3-chord,2,0,train
2837,Eb-2-min3-chord-1,chord,min3-chord,2,1,train
2838,Eb-3-min3-chord-0,chord,min3-chord,3,0,train
2839,Eb-3-min3-chord-1,chord,min3-chord,3,1,train
2840,Eb-4-min3-chord-0,chord,min3-chord,4,0,train
2841,Eb-4-min3-chord-1,chord,min3-chord,4,1,train
2842,Eb-5-min3-chord-0,chord,min3-chord,5,0,train
2843,Eb-5-min3-chord-1,chord,min3-chord,5,1,train
2844,Eb-6-min3-chord-0,chord,min3-chord,6,0,validation
2845,Eb-6-min3-chord-1,chord,min3-chord,6,1,test
2846,Eb-7-min3-chord-0,chord,min3-chord,7,0,train
2847,Eb-7-min3-chord-1,chord,min3-chord,7,1,train
2848,F#-1-min3-chord-0,chord,min3-chord,1,0,train
2849,F#-1-min3-chord-1,chord,min3-chord,1,1,train
2850,F#-2-min3-chord-0,chord,min3-chord,2,0,train
2851,F#-2-min3-chord-1,chord,min3-chord,2,1,train
2852,F#-3-min3-chord-0,chord,min3-chord,3,0,validation
2853,F#-3-min3-chord-1,chord,min3-chord,3,1,train
2854,F#-4-min3-chord-0,chord,min3-chord,4,0,train
2855,F#-4-min3-chord-1,chord,min3-chord,4,1,train
2856,F#-5-min3-chord-0,chord,min3-chord,5,0,train
2857,F#-5-min3-chord-1,chord,min3-chord,5,1,validation
2858,F#-6-min3-chord-0,chord,min3-chord,6,0,train
2859,F#-6-min3-chord-1,chord,min3-chord,6,1,train
2860,F#-7-min3-chord-0,chord,min3-chord,7,0,train
2861,F#-7-min3-chord-1,chord,min3-chord,7,1,validation
2862,F-1-min3-chord-0,chord,min3-chord,1,0,train
2863,F-1-min3-chord-1,chord,min3-chord,1,1,train
2864,F-2-min3-chord-0,chord,min3-chord,2,0,validation
2865,F-2-min3-chord-1,chord,min3-chord,2,1,train
2866,F-3-min3-chord-0,chord,min3-chord,3,0,train
2867,F-3-min3-chord-1,chord,min3-chord,3,1,train
2868,F-4-min3-chord-0,chord,min3-chord,4,0,train
2869,F-4-min3-chord-1,chord,min3-chord,4,1,train
2870,F-5-min3-chord-0,chord,min3-chord,5,0,train
2871,F-5-min3-chord-1,chord,min3-chord,5,1,train
2872,F-6-min3-chord-0,chord,min3-chord,6,0,train
2873,F-6-min3-chord-1,chord,min3-chord,6,1,train
2874,F-7-min3-chord-0,chord,min3-chord,7,0,train
2875,F-7-min3-chord-1,chord,min3-chord,7,1,test
2876,G-1-min3-chord-0,chord,min3-chord,1,0,train
2877,G-1-min3-chord-1,chord,min3-chord,1,1,train
2878,G-2-min3-chord-0,chord,min3-chord,2,0,train
2879,G-2-min3-chord-1,chord,min3-chord,2,1,train
2880,G-3-min3-chord-0,chord,min3-chord,3,0,train
2881,G-3-min3-chord-1,chord,min3-chord,3,1,train
2882,G-4-min3-chord-0,chord,min3-chord,4,0,train
2883,G-4-min3-chord-1,chord,min3-chord,4,1,train
2884,G-5-min3-chord-0,chord,min3-chord,5,0,train
2885,G-5-min3-chord-1,chord,min3-chord,5,1,test
2886,G-6-min3-chord-0,chord,min3-chord,6,0,train
2887,G-6-min3-chord-1,chord,min3-chord,6,1,train
2888,G-7-min3-chord-0,chord,min3-chord,7,0,train
2889,G-7-min3-chord-1,chord,min3-chord,7,1,train
2890,A-1-min6-chord-0,chord,min6-chord,1,0,train
2891,A-1-min6-chord-1,chord,min6-chord,1,1,train
2892,A-2-min6-chord-0,chord,min6-chord,2,0,train
2893,A-2-min6-chord-1,chord,min6-chord,2,1,train
2894,A-3-min6-chord-0,chord,min6-chord,3,0,train
2895,A-3-min6-chord-1,chord,min6-chord,3,1,train
2896,A-4-min6-chord-0,chord,min6-chord,4,0,train
2897,A-4-min6-chord-1,chord,min6-chord,4,1,train
2898,A-5-min6-chord-0,chord,min6-chord,5,0,train
2899,A-5-min6-chord-1,chord,min6-chord,5,1,train
2900,A-6-min6-chord-0,chord,min6-chord,6,0,test
2901,A-6-min6-chord-1,chord,min6-chord,6,1,train
2902,A-7-min6-chord-0,chord,min6-chord,7,0,train
2903,A-7-min6-chord-1,chord,min6-chord,7,1,train
2904,Ab-1-min6-chord-0,chord,min6-chord,1,0,train
2905,Ab-1-min6-chord-1,chord,min6-chord,1,1,train
2906,Ab-2-min6-chord-0,chord,min6-chord,2,0,train
2907,Ab-2-min6-chord-1,chord,min6-chord,2,1,train
2908,Ab-3-min6-chord-0,chord,min6-chord,3,0,train
2909,Ab-3-min6-chord-1,chord,min6-chord,3,1,train
2910,Ab-4-min6-chord-0,chord,min6-chord,4,0,train
2911,Ab-4-min6-chord-1,chord,min6-chord,4,1,train
2912,Ab-5-min6-chord-0,chord,min6-chord,5,0,validation
2913,Ab-5-min6-chord-1,chord,min6-chord,5,1,train
2914,Ab-6-min6-chord-0,chord,min6-chord,6,0,train
2915,Ab-6-min6-chord-1,chord,min6-chord,6,1,train
2916,Ab-7-min6-chord-0,chord,min6-chord,7,0,validation
2917,Ab-7-min6-chord-1,chord,min6-chord,7,1,train
2918,B-1-min6-chord-0,chord,min6-chord,1,0,train
2919,B-1-min6-chord-1,chord,min6-chord,1,1,train
2920,B-2-min6-chord-0,chord,min6-chord,2,0,train
2921,B-2-min6-chord-1,chord,min6-chord,2,1,train
2922,B-3-min6-chord-0,chord,min6-chord,3,0,train
2923,B-3-min6-chord-1,chord,min6-chord,3,1,validation
2924,B-4-min6-chord-0,chord,min6-chord,4,0,train
2925,B-4-min6-chord-1,chord,min6-chord,4,1,train
2926,B-5-min6-chord-0,chord,min6-chord,5,0,train
2927,B-5-min6-chord-1,chord,min6-chord,5,1,validation
2928,B-6-min6-chord-0,chord,min6-chord,6,0,train
2929,B-6-min6-chord-1,chord,min6-chord,6,1,validation
2930,B-7-min6-chord-0,chord,min6-chord,7,0,train
2931,B-7-min6-chord-1,chord,min6-chord,7,1,train
2932,Bb-1-min6-chord-0,chord,min6-chord,1,0,train
2933,Bb-1-min6-chord-1,chord,min6-chord,1,1,train
2934,Bb-2-min6-chord-0,chord,min6-chord,2,0,train
2935,Bb-2-min6-chord-1,chord,min6-chord,2,1,train
2936,Bb-3-min6-chord-0,chord,min6-chord,3,0,train
2937,Bb-3-min6-chord-1,chord,min6-chord,3,1,test
2938,Bb-4-min6-chord-0,chord,min6-chord,4,0,train
2939,Bb-4-min6-chord-1,chord,min6-chord,4,1,train
2940,Bb-5-min6-chord-0,chord,min6-chord,5,0,train
2941,Bb-5-min6-chord-1,chord,min6-chord,5,1,test
2942,Bb-6-min6-chord-0,chord,min6-chord,6,0,train
2943,Bb-6-min6-chord-1,chord,min6-chord,6,1,test
2944,Bb-7-min6-chord-0,chord,min6-chord,7,0,train
2945,Bb-7-min6-chord-1,chord,min6-chord,7,1,train
2946,C#-1-min6-chord-0,chord,min6-chord,1,0,train
2947,C#-1-min6-chord-1,chord,min6-chord,1,1,validation
2948,C#-2-min6-chord-0,chord,min6-chord,2,0,train
2949,C#-2-min6-chord-1,chord,min6-chord,2,1,train
2950,C#-3-min6-chord-0,chord,min6-chord,3,0,train
